id,Delta,R0,i0
5272,19.0,2.165984814298559,4781.0
5273,16.0,2.467776391378967,1065.0
5274,17.0,2.2454384268036027,4497.0
5275,18.0,2.0669928771679595,9332.0
5276,19.0,2.459685366549974,1839.0
5277,17.0,2.304871833956244,3867.0
5278,21.0,2.3672305215728495,3293.0
5279,20.0,2.3833622550784117,1721.0
5280,21.0,2.199685675378406,4292.0
5281,20.0,2.4365947658479716,2705.0
5282,18.0,2.270776247650929,6311.0
5283,18.0,2.159532727643433,7754.0
5284,17.0,2.1795684896342,6829.0
5285,19.0,2.2209332921501357,7699.0
5286,14.0,2.3332055372906773,2781.0
5287,19.0,2.2319707993084874,3955.0
5288,16.0,2.328920156009586,3191.0
5289,17.0,2.3545369969401664,4351.0
5290,15.0,2.211773333809208,4381.0
5291,20.0,2.081747916875944,7104.0
5292,21.0,2.387008381637991,2228.0
5293,19.0,2.1762533605655046,9169.0
5294,18.0,2.1282249311008457,8596.0
5295,16.0,2.2603768513513285,5120.0
5296,16.0,2.241834704448287,3931.0
5297,19.0,2.125412516321897,6699.0
5298,20.0,2.259083988524096,4832.0
5299,21.0,2.0887697437686463,9823.0
5300,18.0,2.041435637694986,8547.0
5301,16.0,2.2915051094465753,4051.0
5302,14.0,2.3392627243383703,2589.0
5303,19.0,2.25545154546822,3864.0
5304,22.0,2.1677666254281402,4608.0
5305,18.0,2.2623737052418775,5978.0
5306,18.0,2.2321266754012705,4497.0
5307,19.0,2.2115169401189254,8485.0
5308,18.0,2.1934600442145875,4815.0
5309,19.0,2.137793602683407,7712.0
5310,19.0,2.3750144267609965,4013.0
5311,22.0,2.1175156792676053,9547.0
5312,21.0,2.3475978223179377,4292.0
5313,20.0,2.384777238168906,3931.0
5314,19.0,2.103266084850205,7395.0
5315,22.0,2.2379378308293036,4849.0
5316,19.0,2.1733513848514288,7071.0
5317,21.0,2.1274665421966183,7600.0
5318,18.0,2.172528324851308,6284.0
5319,24.0,2.051736701542801,9271.0
5320,16.0,2.5375292633596596,915.0
5321,13.0,2.707022740765605,903.0
5322,21.0,2.2367385439263967,4899.0
5323,22.0,2.010413790013889,8890.0
5324,15.0,2.3361987357611147,3048.0
5325,20.0,2.1931194709073467,6743.0
5326,20.0,2.3147432622210156,3474.0
5327,23.0,2.0687625135500607,9672.0
5328,21.0,2.2625670717411293,3268.0
5329,14.0,2.5384733582841004,2056.0
5330,18.0,2.222565870194628,6262.0
5331,18.0,2.4348014419524686,3293.0
5332,21.0,2.195855179287937,5120.0
5333,15.0,2.3118235618198213,4191.0
5334,20.0,2.4391568296266817,2011.0
5335,17.0,2.1464871299679458,7444.0
5336,21.0,2.1872079668696696,4500.0
5337,19.0,2.1009408882396663,8465.0
5338,17.0,2.126881565621636,7807.0
5339,17.0,2.4136916439979674,1519.0
5340,20.0,2.2763968725575827,2498.0
5341,21.0,2.10691877338911,7087.0
5342,18.0,2.6552585763807475,961.0
5343,20.0,2.2902773545492674,5418.0
5344,18.0,2.306281494616588,5391.0
5345,21.0,2.158532964807098,7466.0
5346,23.0,2.127907083864825,8654.0
5347,19.0,2.268637153996506,3818.0
5348,18.0,2.2251134443964626,6437.0
5349,19.0,2.0508762167921692,9741.0
5350,20.0,2.3066711581247903,4319.0
5351,22.0,2.1675929120004387,7699.0
5352,19.0,2.2407724796206274,7699.0
5353,18.0,2.168862365502715,6223.0
5354,18.0,2.327683082820868,3089.0
5355,22.0,2.135493432286276,8814.0
5356,15.0,2.2346955542567217,3517.0
5357,17.0,2.1941249539589047,3902.0
5358,21.0,2.319499961132164,4037.0
5359,16.0,2.4301310305408497,1519.0
5360,17.0,2.807905143302045,579.0
5361,15.0,2.851544336864132,602.0
5362,22.0,2.2701973198753196,3448.0
5363,16.0,2.7153625820696186,1217.0
5364,20.0,2.1942162576914463,8600.0
5365,19.0,2.0424417378827857,9110.0
5366,20.0,2.3003877729575777,5602.0
5367,16.0,2.870067972259481,536.0
5368,18.0,2.3496217413375264,2103.0
5369,22.0,2.303811435219467,4092.0
5370,16.0,2.5086317558674214,2103.0
5371,21.0,2.4028391741447446,3210.0
5372,16.0,2.3934476170987793,1519.0
5373,17.0,2.494199891248508,2333.0
5374,16.0,2.1701594825132386,6829.0
5375,17.0,2.404815500228432,2655.0
5376,18.0,2.286930891334994,4557.0
5377,18.0,2.274276965537466,2588.0
5378,22.0,2.123613485031337,8346.0
5379,21.0,2.168025530092789,7906.0
5380,18.0,2.4709834401629376,1959.0
5381,21.0,2.283013895167202,4665.0
5382,21.0,2.215298679449936,6829.0
5383,18.0,2.2889849823808093,5120.0
