id,Delta,R0,i0
5701,19.0,2.218061768497731,6045.0
5702,20.0,2.273063542879297,5207.0
5703,20.0,2.165437861157696,5087.0
5704,20.0,2.2847000360761776,6810.0
5705,15.0,2.553465927289481,2143.0
5706,19.0,2.039182036688714,8971.0
5707,19.0,2.2029851159548595,8409.0
5708,18.0,2.1432708785221095,7709.0
5709,14.0,2.9028269136189864,587.0
5710,16.0,2.2863216770337758,3998.0
5711,17.0,2.283584051215212,3196.0
5712,19.0,2.156614293978443,7174.0
5713,21.0,2.2443592982707385,5874.0
5714,21.0,2.1864810003018076,8612.0
5715,17.0,2.234009824919534,6056.0
5716,21.0,2.2227897600598197,7312.0
5717,17.0,2.20337404482356,5670.0
5718,18.0,2.231236036180224,3404.0
5719,23.0,2.08929462928352,8717.0
5720,14.0,2.6175379765409623,1703.0
5721,18.0,2.1761520833886467,7037.0
5722,18.0,2.1040722528676583,9386.0
5723,15.0,2.3188149494797234,3604.0
5724,18.0,2.096562912490677,8616.0
5725,20.0,2.163502167366802,4901.0
5726,17.0,2.344006516282497,4420.0
5727,15.0,2.238455339236773,4982.0
5728,18.0,2.2661821556426047,5492.0
5729,17.0,2.214251450394737,4248.0
5730,14.0,2.663802891609682,1020.0
5731,15.0,2.3776940897504684,3002.0
5732,20.0,2.3799320778322413,4755.0
5733,20.0,2.32855645896625,5128.0
5734,16.0,2.279862402805403,5478.0
5735,20.0,2.2220749866943836,7816.0
5736,18.0,2.17674724288726,5791.0
5737,20.0,2.3131106374712167,3398.0
5738,20.0,2.3285636473280364,5682.0
5739,19.0,2.2124644685693227,4797.0
5740,18.0,2.088898613772503,9141.0
5741,19.0,2.1478846954089437,6437.0
5742,19.0,2.165036082344754,5507.0
5743,20.0,2.2864658379879583,4950.0
5744,19.0,2.206251950877396,5791.0
5745,19.0,2.5873018512941317,1543.0
5746,19.0,2.4002464119982956,3280.0
5747,18.0,2.2080459922204376,5553.0
5748,17.0,2.3942853033116855,4341.0
5749,21.0,2.3096137542487636,3185.0
5750,19.0,2.3270744221983977,3165.0
5751,18.0,2.251031167125018,5500.0
5752,19.0,2.1902156475075216,8789.0
5753,20.0,2.1461778108889478,6952.0
5754,22.0,2.318669200952657,5018.0
5755,18.0,2.3928280202651293,2405.0
5756,22.0,2.129218935154453,5405.0
5757,19.0,2.2767021770153733,3797.0
5758,18.0,2.3211516373736543,4304.0
