id,Delta,R0,i0
6546,22.0,2.1688381850037266,7752.0
6547,17.0,2.283588513818749,2992.0
6548,19.0,2.29131460516774,5186.0
6549,19.0,2.055575556465817,8786.0
6550,19.0,2.16485869983028,5799.0
6551,16.0,2.2825611034717035,4802.0
6552,20.0,2.2218194050766646,4667.0
6553,19.0,2.3257725024839955,3739.0
6554,12.0,2.5133983419507153,1440.0
6555,20.0,2.349701101901964,2718.0
6556,16.0,2.2578904763321224,4867.0
6557,18.0,2.092749258073298,9248.0
6558,19.0,2.3323231056097886,3205.0
6559,19.0,2.2333860502420717,4176.0
6560,20.0,2.259415766951613,3290.0
6561,19.0,2.1756857038522246,5391.0
6562,17.0,2.1724415915799544,6933.0
6563,19.0,2.0970667255776334,9431.0
6564,18.0,2.3743207280476684,2903.0
6565,18.0,2.4233851267709987,1582.0
6566,13.0,2.5507206532133537,1704.0
6567,17.0,2.4495275488862425,1565.0
6568,20.0,2.1277484060028384,8541.0
6569,20.0,2.094282157107384,7401.0
6570,20.0,2.233989285630077,4182.0
6571,22.0,2.112475921941715,7411.0
6572,20.0,2.2751273434957064,4178.0
6573,21.0,2.2259222261228144,6013.0
6574,20.0,2.2778186203180644,4616.0
6575,19.0,2.384809069513923,2621.0
6576,18.0,2.580230094890871,1239.0
6577,19.0,2.3885190165664394,3017.0
6578,20.0,2.3396621743359707,2425.0
6579,19.0,2.348479220168875,4215.0
6580,17.0,2.472119028682548,1440.0
6581,17.0,2.305379909281476,3615.0
6582,21.0,2.1134663402091114,7018.0
6583,19.0,2.2411753231344544,5293.0
6584,18.0,2.290720200966306,4061.0
6585,17.0,2.622733125746725,1179.0
6586,19.0,2.055100213336184,8620.0
6587,16.0,2.294973578529025,4169.0
6588,12.0,2.6563385042147263,945.0
6589,19.0,2.3056529005328974,4308.0
6590,17.0,2.317141125495291,4987.0
6591,17.0,2.2599460645896445,3410.0
6592,15.0,2.581451399273295,1179.0
6593,17.0,2.167631740758936,6581.0
6594,18.0,2.215836596909371,5657.0
6595,15.0,2.325180836360382,2765.0
6596,19.0,2.1034904568931507,7004.0
6597,20.0,2.0999746182235803,9718.0
6598,20.0,2.122654816492877,8612.0
6599,19.0,2.3400589572811925,4788.0
6600,20.0,2.2808486186825445,3533.0
6601,17.0,2.2289149103611914,4965.0
6602,19.0,2.0771265684885254,8950.0
6603,19.0,2.1752892365877954,6797.0
6604,16.0,2.3998335666991317,3290.0
6605,16.0,2.291230961983098,4352.0
6606,20.0,2.3257623890822545,3741.0
6607,19.0,2.2891612471760143,3398.0
6608,19.0,2.265824526181856,4043.0
6609,19.0,2.292189752595581,5345.0
6610,21.0,2.1761211029013867,8252.0
6611,19.0,2.4158409346475085,2425.0
6612,20.0,2.1978697217707173,8068.0
6613,19.0,2.279086648288369,4867.0
6614,17.0,2.255669620810059,5599.0
6615,19.0,2.2148646068073865,4008.0
6616,17.0,2.2708130604198753,5293.0
6617,19.0,2.24663824672383,6353.0
6618,18.0,2.227087676891159,6689.0
6619,19.0,2.410291024796218,2602.0
6620,19.0,2.4527831903087014,2767.0
6621,20.0,2.160371041402513,9140.0
6622,20.0,2.201855862239345,5767.0
6623,20.0,2.363765582055154,2425.0
6624,20.0,2.3487816382228552,2507.0
6625,18.0,2.2486254652861413,4017.0
6626,20.0,2.3177801370230733,3810.0
6627,18.0,2.2641014394824213,4256.0
6628,19.0,2.1769801103685986,5301.0
6629,17.0,2.1897062389440807,5678.0
