,date,all_red
169,2020-08-02,0.61089856
170,2020-08-03,0.60155536
171,2020-08-04,0.47554816
172,2020-08-05,0.61842496
173,2020-08-06,0.6102734400000001
174,2020-08-07,0.56490256
175,2020-08-08,0.68293696
176,2020-08-09,0.6400000000000001
177,2020-08-10,0.57638464
178,2020-08-11,0.5873689600000002
179,2020-08-12,0.5661057599999999
180,2020-08-13,0.5661057599999999
181,2020-08-14,0.5843073600000002
182,2020-08-15,0.6625960000000001
183,2020-08-16,0.5405190400000001
184,2020-08-17,0.5709313600000001
185,2020-08-18,0.59043856
186,2020-08-19,0.55413136
187,2020-08-20,0.6096486399999999
188,2020-08-21,0.5892097600000001
189,2020-08-22,0.65999376
190,2020-08-23,0.62599744
191,2020-08-24,0.5661057599999999
192,2020-08-25,0.5800345600000001
193,2020-08-26,0.60155536
194,2020-08-27,0.583696
195,2020-08-28,0.57942544
196,2020-08-29,0.6304360000000001
197,2020-08-30,0.6645510400000001
198,2020-08-31,0.57820816
199,2020-09-01,0.60715264
200,2020-09-02,0.5873689599999999
201,2020-09-03,0.6171673599999999
202,2020-09-04,0.6146560000000001
203,2020-09-05,0.6809550400000001
204,2020-09-06,0.6561000000000001
205,2020-09-07,0.46294416
206,2020-09-08,0.60093504
207,2020-09-09,0.61340224
208,2020-09-10,0.5843073599999999
209,2020-09-11,0.61653904
210,2020-09-12,0.71503936
211,2020-09-13,0.67174416
212,2020-09-14,0.61089856
213,2020-09-15,0.6323430400000001
214,2020-09-16,0.6090241599999999
215,2020-09-17,0.62157456
216,2020-09-18,0.61528336
217,2020-09-19,0.712336
218,2020-09-20,0.6586945599999999
219,2020-09-21,0.6003150399999999
220,2020-09-22,0.61528336
221,2020-09-23,0.6222054400000001
222,2020-09-24,0.6234681599999999
223,2020-09-25,0.61842496
224,2020-09-26,0.70157376
225,2020-09-27,0.6658560000000001
226,2020-09-28,0.5721409599999999
227,2020-09-29,0.58125376
228,2020-09-30,0.62663056
229,2020-10-01,0.6586945599999999
230,2020-10-02,0.62789776
231,2020-10-03,0.73479184
232,2020-10-04,0.6789759999999999
233,2020-10-05,0.6146560000000001
234,2020-10-06,0.6323430399999999
235,2020-10-07,0.6046617599999999
236,2020-10-08,0.63107136
237,2020-10-09,0.6159110399999999
238,2020-10-10,0.70358544
239,2020-10-11,0.6451302400000001
240,2020-10-12,0.45050944000000004
241,2020-10-13,0.58247424
242,2020-10-14,0.6444878399999999
243,2020-10-15,0.65028096
244,2020-10-16,0.52359696
245,2020-10-17,0.7354777600000001
246,2020-10-18,0.6809550400000001
247,2020-10-19,0.6102734400000001
248,2020-10-20,0.6159110399999999
249,2020-10-21,0.62283664
250,2020-10-22,0.63425296
251,2020-10-23,0.62789776
252,2020-10-24,0.72182016
253,2020-10-25,0.66977856
254,2020-10-26,0.580644
255,2020-10-27,0.63936016
