,date,all_red
170,2020-08-03,0.48999999999999994
171,2020-08-04,0.48441599999999996
172,2020-08-05,0.48441599999999996
173,2020-08-06,0.4705959999999999
174,2020-08-07,0.4651239999999999
175,2020-08-08,0.5328999999999999
176,2020-08-09,0.556516
177,2020-08-10,0.5012639999999999
178,2020-08-11,0.48441599999999996
179,2020-08-12,0.48441599999999996
180,2020-08-13,0.4596839999999999
181,2020-08-14,0.4623999999999999
182,2020-08-15,0.527076
183,2020-08-16,0.5505639999999999
184,2020-08-17,0.49280399999999996
185,2020-08-18,0.49843599999999993
186,2020-08-19,0.45158400000000004
187,2020-08-20,0.49280399999999996
188,2020-08-21,0.47334399999999993
189,2020-08-22,0.5625
190,2020-08-23,0.571536
191,2020-08-24,0.512656
192,2020-08-25,0.49280399999999996
193,2020-08-26,0.5328999999999999
194,2020-08-27,0.46785599999999994
195,2020-08-28,0.49561599999999995
196,2020-08-29,0.5625
197,2020-08-30,0.602176
198,2020-08-31,0.46785599999999994
199,2020-09-01,0.512656
200,2020-09-02,0.5012639999999999
201,2020-09-03,0.49843599999999993
202,2020-09-04,0.521284
203,2020-09-05,0.605284
204,2020-09-06,0.620944
205,2020-09-07,0.5328999999999999
206,2020-09-08,0.521284
207,2020-09-09,0.5184
208,2020-09-10,0.535824
209,2020-09-11,0.541696
210,2020-09-12,0.617796
211,2020-09-13,0.6400000000000001
212,2020-09-14,0.556516
213,2020-09-15,0.544644
214,2020-09-16,0.535824
215,2020-09-17,0.538756
216,2020-09-18,0.5505639999999999
217,2020-09-19,0.6146560000000001
218,2020-09-20,0.627264
219,2020-09-21,0.559504
220,2020-09-22,0.541696
221,2020-09-23,0.5184
222,2020-09-24,0.527076
223,2020-09-25,0.544644
224,2020-09-26,0.6084
225,2020-09-27,0.589824
226,2020-09-28,0.559504
227,2020-09-29,0.538756
228,2020-09-30,0.529984
229,2020-10-01,0.556516
230,2020-10-02,0.506944
231,2020-10-03,0.605284
232,2020-10-04,0.5505639999999999
233,2020-10-05,0.553536
234,2020-10-06,0.538756
235,2020-10-07,0.538756
236,2020-10-08,0.527076
237,2020-10-09,0.5476
238,2020-10-10,0.627264
239,2020-10-11,0.6304360000000001
240,2020-10-12,0.529984
241,2020-10-13,0.515524
242,2020-10-14,0.544644
243,2020-10-15,0.5505639999999999
244,2020-10-16,0.574564
245,2020-10-17,0.599076
246,2020-10-18,0.602176
247,2020-10-19,0.538756
