beta,pop_infected,rel_death
0.05049834133742676,201,0.546453436391734
0.04628124996626241,207,0.5935352259724832
0.05345089270090325,149,0.6437614913873155
0.050481977437576285,204,0.5413432512252949
0.049709632393557926,154,0.5264464023614854
0.04794018304219743,186,0.5277247779568695
0.04550866657846807,186,0.5271065171954636
0.044232250337770944,220,0.6478231789662361
0.0495015040798807,126,0.5670777517088091
0.050297287064198934,176,0.5390103866945988
0.046717140194112945,181,0.5391890259601443
0.049264206341146276,134,0.6057714578674588
0.04624752175136242,201,0.6067257394850306
0.05116864060360853,145,0.635029587234011
0.048704599739728544,197,0.5373666477732105
0.0526624201089923,171,0.5024219573679232
0.04636388089434142,145,0.6253097595406282
0.050930233691807554,194,0.5822142838610357
0.05181589378815949,139,0.5052492986270003
0.047433139015992186,177,0.5055948691299803
0.05027727693617615,170,0.5453250183357404
0.050950754208777996,193,0.5849813171528433
0.04873465670110453,202,0.6117202935025238
0.049222849210623615,204,0.5363869681536224
0.050352099415556274,173,0.541268038099183
0.047924377379426654,187,0.5281565244622289
0.049697234693247175,154,0.5245372933270798
0.04889853983485237,153,0.5893208390865229
0.053588015222780463,152,0.5116423516195877
0.04979593148867448,156,0.6089017496070346
0.05323815071865815,169,0.618125260887562
0.05167036895544763,183,0.5235214126639718
0.048726001280049426,202,0.5376053863925142
0.05021952848504945,201,0.5466487110513158
0.04640673437587866,156,0.6051231244190891
0.05232058082389287,139,0.5111065798616743
0.04866865736152416,197,0.542068902653178
0.04707158169864846,158,0.5865438520506591
0.054399288360968,157,0.5766377687782364
0.05076918232841629,190,0.58007985825947
0.047690783763612396,221,0.6533059921042829
0.04795382681706625,183,0.49232842426639495
0.04947502258916446,151,0.5608615486278795
0.05041420538340178,211,0.6340813503416178
0.047838609056048725,133,0.6062025084439194
0.05505611880212745,166,0.5271180432970228
0.05183303204097784,184,0.5868305081660443
0.047315935385870284,161,0.5999258505548014
0.04531606842882616,195,0.6442870458674539
0.049432835982390316,155,0.5229574785756282
0.043736130389374385,148,0.6609802381737955
0.05079068056026774,187,0.5686983928488952
0.04891528898615116,126,0.59427696372604
0.049937235072895075,205,0.49558475904057425
0.051839112724176906,112,0.5134443990184752
0.04920913872924908,178,0.5598067928527489
0.054172474617424304,157,0.5472624747432349
0.04670844789200356,266,0.6080168923956853
0.05147498852982064,196,0.48338860745605744
0.04803632610343043,160,0.5986258722756747
0.052098900970555195,170,0.5101998770785514
0.047536394844044455,178,0.5503879667891488
0.04600991645142802,156,0.5258432992124025
0.04771634216853461,257,0.505627158204376
0.05341214766002562,150,0.5145305426545785
0.0486740923845929,184,0.4929332473682001
0.048962984041531266,151,0.5656890579404423
0.04664436456196412,158,0.5288658744173451
0.04778203474126435,186,0.527121635660881
0.053378986713244606,165,0.6183695765726281
0.047135777861700305,159,0.5915738329311038
0.05000867776591894,132,0.5264275596944872
0.047465665730275684,157,0.5831606638645835
0.05260612706377199,172,0.49970836020697396
0.053604569396975936,141,0.6203191052756583
0.048813635838817204,148,0.5961772149319031
0.051917552323972986,183,0.5825919153865047
0.04781890809181763,269,0.5033222904366668
0.048208656711318874,132,0.59955718887331
0.047133755235102485,160,0.600328914633952
0.047972272896024855,176,0.5027170547560108
0.05189008272032237,139,0.5173964804863791
0.05357304672643743,199,0.5136335068789406
0.04641368493338817,157,0.52659938148839
0.04627619828656262,145,0.614843552664703
0.050384348015761055,218,0.6414668502942864
0.04395285432701817,186,0.6135971527610689
0.051828335290943245,157,0.5941208461794818
0.05099138297710694,198,0.6426324659700439
0.05010884872122673,208,0.5447259320342442
0.047529878380763745,177,0.5043622306306905
0.04761530657811991,183,0.5290633278618173
0.05027039088718347,173,0.5436440250059116
0.046284950964325916,200,0.6290546798859517
0.04533723331100234,189,0.6424728554356975
0.04793035554505578,184,0.5298962189643672
0.05371025393832063,157,0.5370991408002734
0.051059211138249884,113,0.5147792642018001
0.04259814368356175,163,0.6166324154761266
0.04872414178821056,153,0.48488881750944
