beta,pop_infected,rel_death
0.050973324961544046,151,0.9846703970585946
0.052102972801551496,118,0.9837173365253838
0.04591996596138185,201,0.9788358694982495
0.0460765277656283,198,0.9698909692829255
0.05764563916225242,177,0.9999937397550456
0.04898471410458686,179,0.9993808901368331
0.04284158183115084,210,0.9859525653495319
0.05226734566164105,213,0.9979378941446806
0.05543191184203965,182,0.9709568428556198
0.05002216657687325,135,0.9744992315028284
0.04900841776558603,184,0.9985612001419927
0.04946135771493178,176,0.9615964645178945
0.05017866925209852,160,0.9986137208442628
0.05076325371515973,174,0.9988902149238498
0.0544532988517802,170,0.9784349692362252
0.05442990280023661,132,0.9720520688193929
0.05246918444220947,176,0.9990242126735677
0.051828335249071246,218,0.9988845833382968
0.04991409231952055,136,0.9957858510151729
0.052010734887333106,203,0.9821113628069528
0.04719943226569105,205,0.9978093977611571
0.051598323288964874,124,0.998800871399962
0.05245754107737382,205,0.98193854089136
0.04873897400081697,202,0.9619629102629328
0.04587802985470376,250,0.9141617481222276
0.050427461265190335,176,0.9988067964186333
0.053434344034703096,163,0.9990669470229465
0.05863883546232792,179,0.999695932667314
0.05555284863367486,136,0.9555638601553975
0.04486257390060278,169,0.9706333415637206
0.05237438345320102,172,0.9982742923080011
0.056392883708164115,139,0.9714788414276377
0.05024528150960492,175,0.9998852792009724
0.04798642546421976,215,0.9488959633667085
0.046751087754682195,209,0.9801990014896486
0.05032692532842186,196,0.9816720120356887
0.05033880986080312,176,0.9805377606733551
0.054363326982587605,173,0.9475115009022304
0.04994951616160085,138,0.9995067998970603
0.05102612509217542,149,0.9817760933846875
0.04851937816564454,161,0.9991149247773765
0.05158196945483033,212,0.9787249330879803
0.05297918231691688,162,0.9986030548308914
0.04736812770732375,158,0.963032152651889
0.05321311377626073,183,0.9708934135046884
0.05083037135981077,224,0.9781845704311075
0.05564959826174259,186,0.9702389821992691
0.05557405687621465,132,0.9506071703403087
0.05043642088197203,175,0.9994457254212104
0.04918556780454546,231,0.9632162487023591
0.04787240437393067,181,0.9742739495636263
0.05369236979849208,99,0.9994919727015313
0.05322440454617908,181,0.9633095859029553
0.05553755103165916,185,0.9708895438240885
0.047422880191205115,169,0.9457533746378486
0.05247288329819874,174,0.9994972415507078
0.04965948787510535,133,0.9995856904976534
0.049500085442564595,237,0.9638407837493451
0.052279860673883266,135,0.9446941206734433
0.054310197629718567,85,0.9549443645215991
0.054782305926027036,163,0.9803907207896762
0.053665820422739166,161,0.9561042696764337
0.04878945251746084,136,0.9624749056824863
0.05172150416752788,200,0.9815356572334306
0.05616275892959027,146,0.937508632438396
0.04998549063816846,171,0.9637614759911359
0.05021711162294573,160,0.9989390037687463
0.04971864269994002,170,0.9998873970475135
0.05419305330497951,160,0.9500036831822595
0.054390837917610464,165,0.9792941872960377
0.050049678612294486,165,0.9995966317229384
0.04715747807669806,213,0.9473369747811182
0.05273680514282904,200,0.9681541842163273
0.05186195141225393,152,0.9997240821554112
0.05485517640698531,166,0.9788691344227968
0.045943425495482984,206,0.9809689349355376
0.05472582485610272,161,0.9780957748148709
0.053210983283726344,164,0.9577683987559111
0.04942461266734382,180,0.9993986525991148
0.061154166676125776,249,0.9696791270372807
0.05536486892389394,180,0.9705944141281418
0.05326958422198624,184,0.9703571294335332
0.04593418861427018,205,0.9663996269199588
0.04855252134970494,129,0.954896477204142
0.05505024804491271,234,0.9119641056119778
0.05389337413070606,159,0.9595224232304224
0.0477509346386509,275,0.9987902110534662
0.056095481329666144,185,0.9689532660807967
0.05176813325424501,202,0.9518963787608977
0.05626301961600889,148,0.9377017833223715
0.05168161948222902,281,0.9905116766669662
0.047590910657052926,131,0.9546036659638811
0.050178107353723626,223,0.9638826662164921
0.05332821356756988,179,0.9705215685599435
0.05027183178458974,165,0.9977166117036642
0.05788848388843646,185,0.9989237745548945
0.05256838410028474,277,0.9395265846020371
0.054885822654571426,164,0.9782946464348492
0.054429647551830475,149,0.9767002041909819
0.05500291742404675,147,0.9224720169140551
