beta,pop_infected,rel_death
0.045664404497216655,324,0.998151992018588
0.04786460806855848,314,0.9757711565669126
0.04504216336941225,302,0.9987680158399186
0.04634167421343862,306,0.941428508490813
0.04498143399001887,225,0.968546988660538
0.05226332973400282,213,0.9979054964365021
0.047899256998657574,207,0.9999812885616493
0.04636047263667486,311,0.9308674623279586
0.051032697580634855,233,0.9991318026640185
0.04905296136880862,273,0.9998742874176355
0.045941704826749453,323,0.9728467472321032
0.04650171318984762,340,0.9998988907299747
0.04479826501795635,315,0.9502933413625092
0.04709319513045742,301,0.9777949053662066
0.04731647337856908,302,0.972981801239863
0.04608589325520335,335,0.9579129272397812
0.049133494989558754,210,0.9847883442279333
0.04373559583089973,322,0.9746861399059635
0.04870992940361755,296,0.9836544019643034
0.044807900879894585,365,0.999368665032105
0.05001363865616519,320,0.9714468783466936
0.050288177239646875,227,0.9715800847896121
0.046692446559498856,338,0.9588883863591746
0.04577868601219522,322,0.9999060388416495
0.04740223744596612,334,0.9723674877463031
0.05089045876343545,302,0.9991187221890377
0.049792200199730595,302,0.966420276084699
0.05039305974865842,233,0.9678662961550235
0.05094475054345958,295,0.9774370968022396
0.050517892021955266,281,0.9943221709771892
0.04898553483426939,183,0.9599218131769233
0.0464311582335763,324,0.983540904153122
0.04514463516356316,209,0.9601383708991047
0.05099185259479987,323,0.9986358219597715
0.05234304669208988,223,0.9085032944262952
0.04795179070735035,217,0.9775085325481437
0.04762341428376351,312,0.9333272434582197
0.04711130912091375,337,0.9997176326262112
0.04265125158784082,345,0.9759503563499258
0.04780455709606995,380,0.9786142392822723
0.05196190447845235,289,0.9982007889179093
0.05222792970146826,283,0.9815679791207981
0.05325351861575041,298,0.9995199676749668
0.046680466884933915,337,0.9967452814887908
0.05070034381951526,205,0.9619033157925239
0.044286419851565444,324,0.9749226745319138
0.05362585083600851,296,0.9976896801161096
0.045927629007078724,318,0.9497084255381276
0.05374442006477366,315,0.9436231393132172
0.04958616954488556,197,0.993738262625164
0.04874774159705704,337,0.9841609807272157
0.0480533434527983,304,0.9709544805328831
0.046353469723035334,339,0.997847321712892
0.049747328205776334,304,0.9720214687124255
0.045072513111957445,294,0.9646245263488612
0.050782263776970045,302,0.9979719263407459
0.04744280648810569,340,0.9464196948474988
0.04746729426023514,373,0.9799037422522725
0.04478788630563799,307,0.9571292703451644
0.048843597365162916,282,0.9793635727543714
0.04253964477003567,341,0.9983088521914242
0.04959150455355516,301,0.9701040066588997
0.04792977662149734,220,0.9709289222199756
0.046328275460357025,294,0.857812179529658
0.051689726322611144,292,0.9625712545203733
0.05140468299482877,290,0.9983390220287762
0.04779801019835558,388,0.9837264593638464
0.04989233590229568,362,0.98096299145309
0.047064895238019724,343,0.9168879295330953
0.04769564903019707,222,0.9762882215832807
0.048712496741964484,245,0.9848733346218599
0.05022209455777465,297,0.9823180563397527
0.04708861757706685,262,0.9774036471927561
0.04821998750164153,243,0.9544704495319879
0.050976309056460486,293,0.9690750243600242
0.04465057736960187,302,0.989532741908055
0.050080154671987204,267,0.9425624128378582
0.05193688683066866,241,0.9893522326444305
0.04486315148666283,306,0.9442519969718494
0.05307257980875071,201,0.9360931686350692
0.0525068292586701,289,0.9992213763482195
0.04542810894053011,307,0.9600907236503549
0.04862794196545459,186,0.9847133859221047
0.04772961932744775,316,0.929779018260113
0.04731050862768683,336,0.9590837509335537
0.05631384580550756,187,0.9839683757814385
0.04667803603828947,322,0.9070451205478819
0.04844184551679961,194,0.9849808629465397
0.05001590314594013,343,0.9808970894372904
0.0453880674823912,298,0.950677003983462
0.04726089155851328,213,0.9654083809817843
0.051306209037213536,348,0.9806573743025133
0.04945094995169313,314,0.9815485197527183
0.04359217985966093,307,0.941557703406899
0.051964169507067316,241,0.9813412067524557
0.04646385614419918,336,0.9994205260976392
0.0480251086156232,188,0.9483135110681663
0.047069771195899036,312,0.9473798476811703
0.04810302571865317,316,0.9489965898522958
0.046467604105093444,325,0.9993813046221284
