beta,pop_infected,rel_death
0.046158186749428204,379,0.36270038171786023
0.0461760019047697,333,0.35383014403282204
0.045941277499870856,392,0.3615486384592144
0.046711454438892,402,0.3178442760913737
0.043973052302948346,359,0.39091595069071816
0.046800813027283485,408,0.3547435788226754
0.0476578335974782,330,0.34665653609547165
0.04587563990414059,411,0.32175906164846224
0.04768109249034254,344,0.3365128889836124
0.049631545021991796,351,0.32566282436448263
0.04039267722065366,416,0.34348827134231263
0.04732584702760461,381,0.35685206538928466
0.04499660456996703,429,0.3128220141051948
0.04876571034474616,422,0.33277639260054903
0.047934980362972654,345,0.3269933221473628
0.041028019757785764,415,0.3400384949598452
0.04830196466310734,343,0.3770597114599659
0.0485946652141881,439,0.31453094126582093
0.05002784963633606,375,0.37034429612016756
0.04511062160337128,439,0.3115652956481435
0.04594595066158668,425,0.3538495116672452
0.045454291713937604,394,0.31628886027855946
0.04813512785722567,292,0.3304042382004071
0.0449475108607376,388,0.3247040227692821
0.04618423339260083,408,0.32390455425450726
0.04774051503307934,303,0.32003338818849425
0.04634324015798788,407,0.32386643162669587
0.04654319920562924,447,0.3155604000254301
0.04445015032280507,423,0.294883574264763
0.04695046366441826,378,0.31169421728861846
0.046836274516489355,382,0.31802442840638584
0.05532545586520168,288,0.25275763766943493
0.0484808780597054,345,0.33045330137873974
0.046673404402925625,379,0.31301960909344007
0.042843255229267935,435,0.37506815122874315
0.04787543119106472,335,0.34532691172849594
0.04261299702010815,334,0.36012813439009267
0.04998166651647625,415,0.3436166082857493
0.04681340605262469,379,0.31500927806400675
0.0457951006328734,306,0.3537781689695153
0.049408177935701326,334,0.3076116341696642
0.04826520197820052,342,0.3504976632767792
0.04836121461468454,413,0.3324595284370209
0.0509602624985436,310,0.34148451417911674
0.046046005959477325,392,0.2955625510438733
0.05029517409422543,371,0.2823276844661732
0.04389139337742535,411,0.32724480962521785
0.0443071324215972,422,0.3380165361854648
0.04654087833944824,410,0.32087323904162435
0.049183861953633334,351,0.3063440093891093
0.045394617546713964,397,0.3164011141343295
0.04671456300362518,431,0.36090677048386977
0.04351583960302492,410,0.3302152725793059
0.04273847643050829,391,0.3480850151705972
0.045907857174415256,392,0.3252195513280727
0.04549091337776591,301,0.35174544427756615
0.0461764006302899,392,0.35639491834572345
0.044983136301880985,408,0.3083554832594593
0.04710372848282168,282,0.32788740331015376
0.04643356761823549,377,0.2988592739640118
0.04987932356578705,293,0.3956832534702912
0.046852936518336094,394,0.3539825509556559
0.04800969008766544,415,0.32980522322348094
0.04480797145528426,422,0.3137018676715968
0.04698619272298513,446,0.2977695377853055
0.045002250456135894,364,0.34526182984672943
0.049581942347645985,349,0.32506266929115946
0.05002181380195798,412,0.3688038913507826
0.04763738172038885,397,0.33913247259810064
0.04562094114593269,393,0.302207904445097
0.046537694318208415,410,0.3230212219945871
0.03846893359994942,449,0.3714488982807526
0.04569232527980201,436,0.3116864981120355
0.045679512216515804,445,0.3057038451554482
0.04806934009507856,393,0.327820754720834
0.04935102212449701,340,0.3804345923283923
0.04861970369089186,436,0.31722863647736405
0.047268599164143464,424,0.2958435530457023
0.04651768635874019,361,0.34793505934587315
0.04625909606012084,410,0.35507600743755635
0.04511222303568268,436,0.3121090107813903
0.04493885527642942,417,0.40113232345902355
0.04657009264302889,434,0.32085334651321873
0.04464665304132326,417,0.31389313065178776
0.04631789859527592,391,0.3255615811862499
0.046371402090889566,430,0.31663087582453775
0.04601683345383316,373,0.359630807506227
0.045581229746859325,322,0.3049818718875
0.04490491436008433,432,0.310938428585255
0.0429706234712093,240,0.34638376206296884
0.04590774905577296,287,0.35174954668334496
0.05142986507219654,345,0.33786138886775924
0.04546437623551415,312,0.3486924272646771
0.0485897582353954,335,0.3743542930860006
0.04638082974522816,405,0.3167997832867193
0.046415737463371944,391,0.35713403543998107
0.04518886348473748,403,0.3137344017599286
0.04491159186348429,430,0.31381705022680356
0.050813337793543946,386,0.2934265096963304
0.049330093777575766,326,0.374245817021668
