loss
3400.9566808798654
3529.489632214066
3757.847271125111
3804.6865271924166
3826.9786306067067
3867.504704843932
3930.1020509807645
3941.4734349242244
3992.030745886667
4208.137820965381
4211.2737352566
4345.199719034487
4349.91755146787
4383.624319166299
4434.938769134078
4440.941238495239
4509.380404509712
4530.090155977341
4613.540575912741
4695.188054316224
4717.26544119071
4791.306049338718
4794.267782783151
4809.200276161217
4812.274857170883
4915.841959433695
4917.451607693907
4978.971475233678
5068.544962179612
5107.157558162863
5128.365876130143
5169.2122899590995
5180.601293038934
5206.399479456227
5212.704719327106
5279.567406440377
5302.3301043068395
5335.451552949187
5353.002957427814
5373.531837448581
5386.359678269073
5481.161744043445
5523.1115396031855
5632.251920076995
5678.10189333786
5717.631126559574
5743.196301566771
5792.901728953895
5808.321184561392
5825.733696520358
5834.624436203359
5836.281744561164
5943.087497698749
6005.917229566124
6006.509864901852
6067.340667372294
6069.055554934301
6078.623805470777
6086.647495105946
6099.107528112183
6164.761402317806
6251.15294998417
6251.782366935557
6251.817847137743
6285.120025406252
6286.040800472197
6315.329519669863
6336.528978014591
6339.297468241688
6378.307337375216
6383.4999521426225
6433.739618106646
6474.366309959332
6549.971792738314
6567.905737699211
6576.451677890933
6585.050817529947
6625.522057210643
6625.7565118549255
6631.575798926053
6648.8893784331785
6662.360501264076
6692.795640603781
6731.452384536704
6751.919497471423
6767.617313743448
6769.48009526837
6819.764534861625
6844.461650391303
6846.654932543982
6874.88398415604
6892.695454428888
6921.6013912148555
6983.908004916688
7033.034853902182
7059.321062032959
7068.931725301132
7082.593446810435
7094.561653971465
7095.231606615871
